order_id,order_date,customer_id,product_id,employee_id,region,quantity,discount,revenue,profit
O04913,2022-03-16,C0271,P026,E0064,North,7,0.0,1842.82,788.13
O00020,2022-03-16,C0393,P006,E0121,South,4,0.0,1472.68,635.04
O03887,2022-03-16,C0081,P021,E0066,East,3,0.0,138.21,37.17
O02870,2022-03-17,C0289,P007,E0193,North,2,0.15,335.0,110.0
O03904,2022-03-17,C0304,P004,E0121,North,7,0.0,8481.2,2415.84
O02909,2022-03-17,C0360,P013,E0001,North,2,0.1,352.26,117.46
O02697,2022-03-17,C0355,P026,E0010,Central,1,0.15,223.77,73.1
O01644,2022-03-18,C0148,P021,E0107,West,7,0.05,306.37,70.61
O01912,2022-03-18,C0212,P012,E0005,North,5,0.0,662.95,278.35
O00291,2022-03-18,C0275,P016,E0121,South,3,0.0,389.52,151.53
O00762,2022-03-18,C0254,P025,E0222,South,4,0.0,762.92,335.64
O02534,2022-03-19,C0120,P015,E0001,East,4,0.05,349.64,85.12
O03885,2022-03-19,C0206,P021,E0193,North,5,0.0,230.35,61.95
O03714,2022-03-19,C0241,P021,E0074,West,4,0.1,165.85,31.13
O03852,2022-03-19,C0155,P012,E0162,South,3,0.0,397.77,167.01
O02198,2022-03-19,C0207,P022,E0004,South,4,0.0,1358.72,347.08
O03650,2022-03-19,C0088,P020,E0087,West,6,0.1,108.22,40.78
O00112,2022-03-20,C0261,P013,E0109,Central,3,0.05,557.74,205.54
O02045,2022-03-20,C0225,P013,E0109,South,1,0.0,195.7,78.3
O01982,2022-03-22,C0163,P005,E0035,East,2,0.1,937.22,242.68
O02708,2022-03-22,C0062,P011,E0046,East,1,0.15,447.98,150.85
O01228,2022-03-22,C0278,P002,E0097,Central,1,0.0,1061.78,525.64
O02794,2022-03-22,C0336,P003,E0109,North,5,0.0,3122.55,1406.85
O04175,2022-03-22,C0237,P018,E0187,South,5,0.15,82.88,20.88
O00535,2022-03-22,C0021,P011,E0187,West,7,0.0,3689.28,1609.37
O02213,2022-03-22,C0256,P016,E0097,East,2,0.0,259.68,101.02
O02003,2022-03-23,C0081,P024,E0005,East,3,0.0,925.8,351.66
O01194,2022-03-24,C0233,P010,E0135,North,2,0.0,1181.94,309.4
O04125,2022-03-24,C0252,P011,E0151,West,2,0.05,1001.38,407.12
O02240,2022-03-24,C0130,P019,E0162,East,7,0.05,179.82,55.29
O00108,2022-03-25,C0299,P017,E0036,West,6,0.0,282.72,81.0
O01302,2022-03-26,C0397,P015,E0222,West,5,0.0,460.05,129.4
O00336,2022-03-26,C0326,P020,E0078,East,1,0.05,19.04,7.8
O00950,2022-03-26,C0055,P002,E0017,East,4,0.0,4247.12,2102.56
O03628,2022-03-27,C0274,P018,E0103,West,7,0.0,136.5,49.7
O04448,2022-03-27,C0067,P014,E0222,South,6,0.0,860.28,425.16
O02747,2022-03-27,C0205,P024,E0010,West,5,0.0,1543.0,586.1
O00632,2022-03-27,C0038,P003,E0010,Central,1,0.0,624.51,281.37
O02478,2022-04-02,C0291,P006,E0193,Central,7,0.05,2448.33,982.46
O01195,2022-04-02,C0360,P019,E0126,North,2,0.0,54.08,18.5
O04332,2022-04-02,C0175,P025,E0005,Central,5,0.0,953.65,419.55
O02594,2022-04-02,C0270,P023,E0052,Central,4,0.0,1207.28,372.84
O00289,2022-04-02,C0246,P024,E0126,Central,7,0.0,2160.2,820.54
O01206,2022-04-02,C0067,P011,E0235,South,1,0.05,500.69,203.56
O04615,2022-04-03,C0047,P011,E0187,West,1,0.0,527.04,229.91
O00142,2022-04-03,C0314,P004,E0097,East,7,0.0,8481.2,2415.84
O01924,2022-04-03,C0046,P021,E0235,West,2,0.0,92.14,24.78
O03669,2022-04-04,C0115,P018,E0035,West,3,0.0,58.5,21.3
O01602,2022-04-04,C0360,P002,E0046,North,1,0.0,1061.78,525.64
O04197,2022-04-04,C0091,P005,E0035,West,1,0.05,494.65,147.38
O03725,2022-04-05,C0041,P006,E0187,West,2,0.0,736.34,317.52
O01978,2022-04-06,C0012,P025,E0222,South,3,0.0,572.19,251.73
O01364,2022-04-07,C0332,P016,E0004,East,5,0.0,649.2,252.55
O03830,2022-04-07,C0216,P011,E0222,West,2,0.0,1054.08,459.82
O02482,2022-04-07,C0091,P025,E0097,West,6,0.0,1144.38,503.46
O00474,2022-04-07,C0223,P022,E0072,North,4,0.0,1358.72,347.08
O03132,2022-04-08,C0248,P023,E0162,Central,2,0.15,513.09,95.87
O00222,2022-04-08,C0336,P025,E0017,North,3,0.1,514.97,194.51
O04154,2022-04-09,C0141,P014,E0088,North,2,0.1,258.08,113.04
O01458,2022-04-09,C0065,P023,E0064,South,1,0.05,286.73,78.12
O00146,2022-04-11,C0001,P016,E0010,East,3,0.0,389.52,151.53
O04486,2022-04-12,C0199,P009,E0046,South,4,0.0,967.08,352.48
O01472,2022-04-13,C0020,P024,E0035,South,7,0.05,2052.19,712.53
O03913,2022-04-13,C0386,P025,E0103,North,2,0.0,381.46,167.82
O01903,2022-04-14,C0254,P016,E0072,South,2,0.0,259.68,101.02
O04008,2022-04-14,C0312,P010,E0072,Central,1,0.0,590.97,154.7
O00936,2022-04-15,C0150,P019,E0153,East,3,0.0,81.12,27.75
O03270,2022-04-15,C0197,P007,E0021,Central,1,0.0,197.06,84.56
O04200,2022-04-16,C0057,P010,E0193,East,3,0.0,1772.91,464.1
O02958,2022-04-16,C0048,P012,E0193,West,2,0.0,265.18,111.34
O03419,2022-04-16,C0071,P012,E0052,East,4,0.15,450.81,143.13
O02308,2022-04-16,C0376,P012,E0103,North,5,0.05,629.8,245.2
O00804,2022-04-17,C0214,P018,E0150,Central,3,0.05,55.58,18.38
O01588,2022-04-17,C0027,P002,E0193,East,1,0.0,1061.78,525.64
O03583,2022-04-17,C0227,P022,E0047,East,7,0.1,2139.98,369.61
O02981,2022-04-18,C0158,P026,E0126,Central,6,0.1,1421.6,517.58
O03666,2022-04-20,C0127,P023,E0052,East,5,0.0,1509.1,466.05
O02269,2022-04-21,C0057,P020,E0010,East,5,0.0,100.2,44.0
O00773,2022-04-22,C0058,P012,E0005,East,2,0.0,265.18,111.34
O02634,2022-04-22,C0312,P004,E0187,Central,7,0.0,8481.2,2415.84
O03673,2022-04-22,C0236,P004,E0010,West,1,0.0,1211.6,345.12
O04084,2022-04-23,C0153,P024,E0074,East,1,0.0,308.6,117.22
O02225,2022-04-23,C0051,P010,E0151,North,2,0.0,1181.94,309.4
O03895,2022-04-24,C0029,P010,E0222,South,1,0.0,590.97,154.7
O02763,2022-04-24,C0381,P007,E0036,North,2,0.0,394.12,169.12
O00718,2022-04-24,C0371,P018,E0235,Central,7,0.0,136.5,49.7
O01036,2022-04-25,C0047,P022,E0150,West,1,0.0,339.68,86.77
O01795,2022-04-25,C0340,P011,E0153,Central,4,0.0,2108.16,919.64
O02005,2022-04-26,C0260,P007,E0010,Central,1,0.0,197.06,84.56
O00410,2022-04-26,C0014,P017,E0021,North,4,0.0,188.48,54.0
O02508,2022-04-26,C0309,P009,E0017,East,5,0.0,1208.85,440.6
O04262,2022-04-26,C0064,P012,E0017,North,4,0.05,503.84,196.16
O00996,2022-04-26,C0075,P014,E0035,East,5,0.0,716.9,354.3
O04247,2022-04-27,C0080,P026,E0193,Central,1,0.05,250.1,99.43
O02410,2022-05-01,C0022,P014,E0004,South,3,0.0,430.14,212.58
O03320,2022-05-02,C0065,P011,E0235,South,3,0.1,1423.01,531.62
O01313,2022-05-03,C0203,P009,E0172,Central,3,0.1,652.78,191.83
O03046,2022-05-03,C0009,P021,E0088,West,6,0.0,276.42,74.34
O04421,2022-05-03,C0129,P012,E0152,Central,6,0.05,755.76,294.24
O00395,2022-05-03,C0316,P025,E0036,North,6,0.0,1144.38,503.46
O04726,2022-05-04,C0396,P016,E0107,Central,3,0.0,389.52,151.53
O00957,2022-05-04,C0031,P006,E0150,South,3,0.0,1104.51,476.28
O02902,2022-05-05,C0326,P012,E0010,East,2,0.0,265.18,111.34
O04736,2022-05-05,C0297,P015,E0235,Central,1,0.0,92.01,25.88
O02370,2022-05-05,C0314,P009,E0179,East,4,0.0,967.08,352.48
O02521,2022-05-06,C0162,P007,E0107,North,7,0.0,1379.42,591.92
O00959,2022-05-06,C0147,P022,E0126,Central,1,0.0,339.68,86.77
O02316,2022-05-06,C0089,P013,E0150,Central,4,0.0,782.8,313.2
O01785,2022-05-07,C0097,P013,E0135,East,6,0.0,1174.2,469.8
O03373,2022-05-07,C0052,P004,E0074,South,5,0.05,5755.1,1422.7
O04365,2022-05-07,C0256,P016,E0103,East,3,0.0,389.52,151.53
O04723,2022-05-08,C0009,P023,E0162,West,2,0.1,543.28,126.06
O04027,2022-05-08,C0001,P006,E0103,East,2,0.0,736.34,317.52
O01770,2022-05-09,C0097,P020,E0151,East,4,0.0,80.16,35.2
O04236,2022-05-09,C0078,P022,E0126,North,1,0.0,339.68,86.77
O04036,2022-05-09,C0288,P021,E0035,South,7,0.05,306.37,70.61
O03179,2022-05-09,C0102,P025,E0052,East,5,0.0,953.65,419.55
O04383,2022-05-10,C0109,P001,E0126,West,5,0.0,5338.7,1794.45
O03378,2022-05-10,C0396,P018,E0179,Central,1,0.0,19.5,7.1
O00645,2022-05-11,C0395,P005,E0135,North,4,0.1,1874.45,485.37
O01450,2022-05-11,C0374,P018,E0052,East,7,0.05,129.67,42.87
O04391,2022-05-11,C0223,P023,E0107,North,5,0.0,1509.1,466.05
O04106,2022-05-11,C0100,P015,E0021,South,2,0.05,174.82,42.56
O00647,2022-05-11,C0093,P016,E0005,East,3,0.0,389.52,151.53
O03832,2022-05-12,C0327,P015,E0036,West,5,0.0,460.05,129.4
O02924,2022-05-12,C0172,P025,E0179,West,2,0.0,381.46,167.82
O02963,2022-05-12,C0011,P010,E0074,North,6,0.0,3545.82,928.2
O01717,2022-05-12,C0212,P017,E0036,North,4,0.05,179.06,44.58
O01815,2022-05-13,C0354,P009,E0107,West,1,0.0,241.77,88.12
O00567,2022-05-13,C0182,P024,E0235,Central,3,0.15,786.93,212.79
O03918,2022-05-13,C0105,P012,E0187,North,7,0.0,928.13,389.69
O01984,2022-05-13,C0317,P004,E0036,East,5,0.15,5149.3,816.9
O01548,2022-05-14,C0193,P010,E0153,West,5,0.0,2954.85,773.5
O04892,2022-05-14,C0359,P007,E0172,West,3,0.0,591.18,253.68
O03196,2022-05-14,C0267,P024,E0187,East,4,0.0,1234.4,468.88
O02940,2022-05-16,C0314,P026,E0047,East,3,0.1,710.8,258.79
O02915,2022-05-16,C0011,P011,E0193,North,5,0.0,2635.2,1149.55
O02069,2022-05-17,C0257,P005,E0074,East,7,0.0,3644.76,1213.87
O02802,2022-05-17,C0101,P009,E0172,East,1,0.15,205.5,51.85
O04145,2022-05-17,C0002,P023,E0074,South,2,0.0,603.64,186.42
O01159,2022-05-18,C0163,P007,E0193,East,5,0.0,985.3,422.8
O01532,2022-05-18,C0236,P024,E0172,West,3,0.05,879.51,305.37
O04671,2022-05-19,C0052,P014,E0066,South,3,0.0,430.14,212.58
O01290,2022-05-19,C0387,P011,E0004,East,3,0.0,1581.12,689.73
O03538,2022-05-20,C0120,P017,E0135,East,2,0.0,94.24,27.0
O02550,2022-05-20,C0336,P007,E0001,North,6,0.0,1182.36,507.36
O00373,2022-05-20,C0400,P004,E0017,East,4,0.0,4846.4,1380.48
O01934,2022-05-21,C0345,P011,E0103,South,5,0.0,2635.2,1149.55
O00624,2022-05-21,C0170,P002,E0004,West,6,0.0,6370.68,3153.84
O00689,2022-05-22,C0089,P008,E0135,Central,3,0.0,1716.96,467.73
O02638,2022-05-22,C0045,P019,E0088,West,4,0.0,108.16,37.0
O02557,2022-05-22,C0175,P018,E0187,Central,2,0.0,39.0,14.2
O02075,2022-05-23,C0364,P013,E0078,North,5,0.15,831.72,244.72
O02750,2022-05-23,C0208,P006,E0222,Central,5,0.05,1748.81,701.76
O03355,2022-05-23,C0285,P025,E0135,Central,6,0.1,1029.94,389.02
O04660,2022-05-24,C0334,P018,E0035,North,1,0.0,19.5,7.1
O02470,2022-05-24,C0048,P016,E0150,West,4,0.0,519.36,202.04
O01118,2022-05-25,C0125,P015,E0107,North,7,0.0,644.07,181.16
O01113,2022-05-26,C0174,P015,E0222,West,1,0.1,82.81,16.68
O02570,2022-05-26,C0169,P014,E0052,East,1,0.0,143.38,70.86
O02733,2022-05-26,C0244,P004,E0222,Central,4,0.1,4361.76,895.84
O04068,2022-05-26,C0089,P026,E0151,Central,5,0.0,1316.3,562.95
O03580,2022-05-26,C0240,P007,E0151,North,2,0.0,394.12,169.12
O02014,2022-05-27,C0385,P015,E0064,Central,4,0.0,368.04,103.52
O01731,2022-05-27,C0363,P007,E0072,West,2,0.0,394.12,169.12
O03800,2022-05-27,C0350,P008,E0021,East,7,0.0,4006.24,1091.37
O03084,2022-05-27,C0285,P003,E0052,Central,6,0.0,3747.06,1688.22
O00198,2022-05-27,C0172,P011,E0135,West,6,0.0,3162.24,1379.46
O03346,2022-05-27,C0380,P005,E0047,North,3,0.0,1562.04,520.23
O01808,2022-06-01,C0276,P013,E0079,West,2,0.05,371.83,137.03
O00863,2022-06-02,C0266,P022,E0103,South,5,0.0,1698.4,433.85
O03707,2022-06-02,C0143,P011,E0151,Central,2,0.1,948.67,354.41
O04556,2022-06-02,C0348,P009,E0004,South,2,0.0,483.54,176.24
O01329,2022-06-03,C0028,P009,E0035,East,2,0.05,459.36,152.06
O02926,2022-06-03,C0350,P025,E0126,East,1,0.0,190.73,83.91
O04831,2022-06-03,C0080,P005,E0074,Central,2,0.0,1041.36,346.82
O04685,2022-06-04,C0103,P013,E0074,Central,4,0.15,665.38,195.78
O00496,2022-06-04,C0167,P003,E0074,South,5,0.0,3122.55,1406.85
O03327,2022-06-04,C0166,P026,E0021,South,3,0.0,789.78,337.77
O01432,2022-06-06,C0106,P012,E0109,West,2,0.0,265.18,111.34
O00499,2022-06-06,C0193,P021,E0046,West,4,0.0,184.28,49.56
O04053,2022-06-07,C0087,P007,E0017,West,2,0.0,394.12,169.12
O00151,2022-06-07,C0218,P022,E0179,West,2,0.0,679.36,173.54
O04157,2022-06-08,C0394,P002,E0036,East,6,0.0,6370.68,3153.84
O03914,2022-06-08,C0324,P011,E0017,West,3,0.0,1581.12,689.73
O01216,2022-06-08,C0273,P002,E0017,West,5,0.0,5308.9,2628.2
O00411,2022-06-08,C0022,P012,E0151,South,1,0.15,112.7,35.78
O00639,2022-06-09,C0196,P022,E0001,West,6,0.05,1936.18,418.72
O00649,2022-06-09,C0236,P013,E0010,West,5,0.0,978.5,391.5
O01740,2022-06-09,C0353,P024,E0126,North,3,0.15,786.93,212.79
O00550,2022-06-09,C0321,P018,E0046,East,5,0.0,97.5,35.5
O00021,2022-06-09,C0193,P024,E0097,West,7,0.0,2160.2,820.54
O02212,2022-06-11,C0050,P025,E0088,West,6,0.0,1144.38,503.46
O01728,2022-06-11,C0212,P006,E0088,North,5,0.0,1840.85,793.8
O00407,2022-06-11,C0113,P009,E0087,Central,7,0.0,1692.39,616.84
